transcript_Id,Interviewer,Child,Sentiment (window size 7 / 0.6 threshold)
NA0098-PC,YOUR COUSIN,He's 12 and he has blond hair and he's my only cousin,"{'sequence': ""He's 12 and he has blond hair and he's my only cousin"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.46254706382751465, 0.2203867882490158, 0.192191481590271, 0.12487463653087616]}"
NA0098-PC,OKAY WHAT SORT OF THINGS DO YOU LIKE TO DO WITH YOUR COUSIN,Sometimes I stay at his house,"{'sequence': ""He's 12 and he has blond hair and he's my only cousin. Sometimes I stay at his house"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.47641313076019287, 0.22447645664215088, 0.1498236358165741, 0.14928676187992096]}"
NA0098-PC,OKAY,And sometimes we play on the computer,"{'sequence': 'And sometimes we play on the computer', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8602498769760132, 0.049371812492609024, 0.04653504118323326, 0.04384322464466095]}"
NA0098-PC,OKAY TELL ME ALL ABOUT STAYING AT YOUR COUSIN’S HOUSE,He has a single bed and I stay on the blow-up mattress,"{'sequence': 'And sometimes we play on the computer. He has a single bed and I stay on the blow-up mattress', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5480760335922241, 0.19210372865200043, 0.14758503437042236, 0.11223524063825607]}"
NA0098-PC,OKAY AND YOU STAY ON THE BLOW-UP MATTRESS OKAY TELL ME ABOUT THE LAST TIME YU STAYED AT YOUR COUSIN’S HOUSE,He woke me up in the middle of the night,"{'sequence': 'And sometimes we play on the computer. He has a single bed and I stay on the blow-up mattress. He woke me up in the middle of the night', 'labels': ['anger', 'fear', 'enjoyment', 'sadness'], 'scores': [0.29250067472457886, 0.2876134514808655, 0.2444068342447281, 0.1754790097475052]}"
NA0098-PC,SORRY HE WOKE YOU UP IN THE MIDDLE OF THE NIGHT,Yeah,"{'sequence': 'And sometimes we play on the computer. He has a single bed and I stay on the blow-up mattress. He woke me up in the middle of the night. Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.2808246612548828, 0.2747719883918762, 0.2700042426586151, 0.17439907789230347]}"
NA0098-PC,YEAH OKAY AND WHAT HAPPENED,And then he pulled my pants down,"{'sequence': 'And sometimes we play on the computer. He has a single bed and I stay on the blow-up mattress. He woke me up in the middle of the night. Yeah. And then he pulled my pants down', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.31995826959609985, 0.3103448152542114, 0.19091534614562988, 0.1787816435098648]}"
NA0020-PC,OKAY AND WHAT HAPPENED NEXT,And then he showed me some rude people on the computer,"{'sequence': 'And then he showed me some rude people on the computer', 'labels': ['anger', 'fear', 'enjoyment', 'sadness'], 'scores': [0.6887760758399963, 0.132369264960289, 0.09106142818927765, 0.08779322355985641]}"
NA0020-PC,ON THE COMPUTER YEAH,Yeah,"{'sequence': 'And then he showed me some rude people on the computer. Yeah', 'labels': ['anger', 'fear', 'enjoyment', 'sadness'], 'scores': [0.6308262944221497, 0.14087465405464172, 0.11450328677892685, 0.11379575729370117]}"
NA0020-PC,OKAY AND THIS IS IN THE LOUNGE ROOM OF HIS HOUSE,Yeah,"{'sequence': 'And then he showed me some rude people on the computer. Yeah. Yeah', 'labels': ['anger', 'fear', 'enjoyment', 'sadness'], 'scores': [0.6265721321105957, 0.1456030309200287, 0.12166056782007217, 0.10616426914930344]}"
NA0020-PC,OKAY WHEN YOU SAY SOME RUDE PEOPLE WHAT WERE THE PICTURES,Naked people,"{'sequence': 'And then he showed me some rude people on the computer. Yeah. Yeah. Naked people', 'labels': ['anger', 'enjoyment', 'fear', 'sadness'], 'scores': [0.5752755999565125, 0.17074179649353027, 0.12904900312423706, 0.1249336376786232]}"
NA0020-PC,NAKED AND WHAT WERE THEY DOING,Touching each other's privates,"{'sequence': ""And then he showed me some rude people on the computer. Yeah. Yeah. Naked people. Touching each other's privates"", 'labels': ['anger', 'enjoyment', 'fear', 'sadness'], 'scores': [0.5483711957931519, 0.18359117209911346, 0.15873414278030396, 0.10930348187685013]}"
NA0020-PC,OKAY SO LET ME JUST GO OVER WHAT YOU TOLD ME YOU SAID THAT YOU WERE IN HIS LOUNGE ROOM AND YOU WERE HE WAS ON HIS COMPUTER AND WHERE WERE YOU SITTING,I wasn't sitting,"{'sequence': ""And then he showed me some rude people on the computer. Yeah. Yeah. Naked people. Touching each other's privates. I wasn't sitting"", 'labels': ['anger', 'enjoyment', 'fear', 'sadness'], 'scores': [0.4988935589790344, 0.20327867567539215, 0.17275767028331757, 0.12507013976573944]}"
NA0020-PC,OKAY SO WHERE WERE YOU WHEN HE WAS ON HIS COMPUTER WHERE WERE YOU,Standing next to him,"{'sequence': ""And then he showed me some rude people on the computer. Yeah. Yeah. Naked people. Touching each other's privates. I wasn't sitting. Standing next to him"", 'labels': ['anger', 'enjoyment', 'fear', 'sadness'], 'scores': [0.41261813044548035, 0.25420740246772766, 0.20283423364162445, 0.13034014403820038]}"
