transcript_Id,Interviewer,Child,Sentiment (window size 3 / no threshold)
NA0018-M7,HM-HM,And I told her that I don’t want to go back to Janet’s house anymore,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1329, -0.0920,  0.1671,  0.0422], grad_fn=<DivBackward0>))"
NA0018-M7,OKAY AND WHAT HAPPENED WHEN YOU TOLD YOUR MUMMY YOU DIDN’T WANT TO GO TO JANET’S HOUSE ANYMORE,She just asked me why,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1254, -0.1365,  0.1226, -0.0307], grad_fn=<DivBackward0>))"
NA0018-M7,HM-HM,And I just said because Janet’s pop he touched me and I didn’t like it,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1628, -0.0336,  0.1823,  0.0120], grad_fn=<DivBackward0>))"
NA0060-PC,SO TELL ME HOW OLD MARK IS,He’s 17,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0018, 0.0290, 0.1336, 0.0791], grad_fn=<DivBackward0>))"
NA0060-PC,SARAH TELL ME THE LAST TIME YOU SAW MARK,I think it was last week,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0531, -0.0741,  0.0881,  0.0090], grad_fn=<DivBackward0>))"
NA0060-PC,TELL ME SARAH TELL ME ABOUT WHEN YOU LAST SAW MARK WHERE YOU WERE THINGS LIKE THAT,I came home from school and he was looking after me and he started saying nasty things to me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0017, -0.1157,  0.1599,  0.1106], grad_fn=<DivBackward0>))"
NA0016-M6,HM-HM,And he was angry because his dinner was cold,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.3385, -0.0269,  0.1192,  0.3074], grad_fn=<DivBackward0>))"
NA0016-M6,WHAT HAPPENED THEN,Then he just was throwing his spaghetti at the wall and the plate smashed everywhere,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1228, -0.1238, -0.0800,  0.1859], grad_fn=<DivBackward0>))"
NA0016-M6,THE PLATE SMASHED EVERYWHERE,Yeah and it made this big red mark on the wall,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1297, -0.1012, -0.0734,  0.2205], grad_fn=<DivBackward0>))"
NA0077-PC,OKAY SO WHEN POP GRABBED YOUR GIRLIE BITS WAS IT FOR A SHORT TIME OR A LONG TIME,For a short time,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1023,  0.1444,  0.0502, -0.0664], grad_fn=<DivBackward0>))"
NA0077-PC,FOR A SHORT TIME OKAY AND DID POP SAY ANYTHING,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0812,  0.0621,  0.0375, -0.0693], grad_fn=<DivBackward0>))"
NA0077-PC,OKAY SO TELL ME MORE ABOUT WHEN POP GRABBED YOU ON THE GIRLIE BITS,He just was sitting next to me and then he put his hand down and I could feel it there,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0218,  0.0827,  0.1405, -0.0789], grad_fn=<DivBackward0>))"
