transcript_Id,Interviewer,Child,Sentiment (window size 5 / no threshold)
NA0079-PC,OKAY THAT’S FINE THANK YOU AND WHEREABOUTS DID WHERE WERE YOU IN THE HOUSE WHEN DADDY’S STICK HURT YOU,In my bed,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1175,  0.0538,  0.1919, -0.0064], grad_fn=<DivBackward0>))"
NA0079-PC,IN YOUR BED OKAY AND WAS ANYBODY ELSE THERE,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1334, -0.0026,  0.1897, -0.0147], grad_fn=<DivBackward0>))"
NA0079-PC,NO OKAY I SEE AND WHAT WERE YOU DOING ON YOUR BED,I was going to sleep,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1147, -0.0641,  0.2083, -0.0157], grad_fn=<DivBackward0>))"
NA0079-PC,OKAY WHAT HAPPENED THEN WHEN YOU WERE GOING TO SLEEP,Then he came in and he said he had a present for me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0583, -0.0728,  0.1211, -0.0659], grad_fn=<DivBackward0>))"
NA0079-PC,OH OKAY HE SAID HE HAS A PRESENT OKAY AND WHAT WAS DAD’S PRESENT,It wasn’t really a present,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0424, -0.0526,  0.1060, -0.0859], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY SO IT’S VERY IMPORTANT THAT YOU TELL ME WHAT’S HAPPENED IN THE TUNNEL AND I WANT TO BE IT’S VERY IMPORTANT THAT YOU TELL ME WHAT HAPPENED IN THE TUNNEL ARE YOU ABLE TO TALK WITH ME A BIT MORE ABOUT THAT,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1099, 0.0256, 0.1288, 0.0242], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY WHAT HAPPENED IN THE TUNNEL THEN ISABELLE,He told me that he has to be the doctor and I have to be the patient,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0480, -0.0865,  0.1304, -0.0511], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY AND THEN WHAT HAPPENS WITH THAT GAME,He got a stick and he knocked it on all my bones,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0090, -0.1291,  0.0349, -0.0593], grad_fn=<DivBackward0>))"
NA0047-PC,AND HE WHAT SORRY,Knocked it on all my bones,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0121, -0.1071,  0.0411, -0.0373], grad_fn=<DivBackward0>))"
NA0047-PC,KNOCKED IT ON YOUR BONES,Hm-hm,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0098, -0.0999,  0.0500, -0.0336], grad_fn=<DivBackward0>))"
