transcript_Id,Interviewer,Child,Sentiment (window size 5 / no threshold)
NA0079-PC,OKAY THAT’S FINE THANK YOU AND WHEREABOUTS DID WHERE WERE YOU IN THE HOUSE WHEN DADDY’S STICK HURT YOU,In my bed,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.2525, 0.2720, 0.1834, 0.2475], grad_fn=<DivBackward0>))"
NA0079-PC,IN YOUR BED OKAY AND WAS ANYBODY ELSE THERE,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1537, 0.1753, 0.1193, 0.1610], grad_fn=<DivBackward0>))"
NA0079-PC,NO OKAY I SEE AND WHAT WERE YOU DOING ON YOUR BED,I was going to sleep,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0102, 0.0270, 0.0121, 0.0233], grad_fn=<DivBackward0>))"
NA0079-PC,OKAY WHAT HAPPENED THEN WHEN YOU WERE GOING TO SLEEP,Then he came in and he said he had a present for me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0534, -0.0143, -0.0175, -0.0015], grad_fn=<DivBackward0>))"
NA0079-PC,OH OKAY HE SAID HE HAS A PRESENT OKAY AND WHAT WAS DAD’S PRESENT,It wasn’t really a present,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0379,  0.0098, -0.0139,  0.0092], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY SO IT’S VERY IMPORTANT THAT YOU TELL ME WHAT’S HAPPENED IN THE TUNNEL AND I WANT TO BE IT’S VERY IMPORTANT THAT YOU TELL ME WHAT HAPPENED IN THE TUNNEL ARE YOU ABLE TO TALK WITH ME A BIT MORE ABOUT THAT,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1239, 0.2225, 0.3108, 0.2292], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY WHAT HAPPENED IN THE TUNNEL THEN ISABELLE,He told me that he has to be the doctor and I have to be the patient,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0101, 0.0322, 0.0427, 0.0076], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY AND THEN WHAT HAPPENS WITH THAT GAME,He got a stick and he knocked it on all my bones,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0355, 0.0444, 0.0593, 0.0520], grad_fn=<DivBackward0>))"
NA0047-PC,AND HE WHAT SORRY,Knocked it on all my bones,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0413, 0.0531, 0.0628, 0.0663], grad_fn=<DivBackward0>))"
NA0047-PC,KNOCKED IT ON YOUR BONES,Hm-hm,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0574, 0.0742, 0.0675, 0.0758], grad_fn=<DivBackward0>))"
NA0076-PC,TELL ME MORE ABOUT THE PART WHERE HE PUT HIS HAND IN YOUR UNDIES,He wrapped his hand around my doodle and then I said I didn’t like it,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0960, 0.1431, 0.0952, 0.0912], grad_fn=<DivBackward0>))"
NA0076-PC,HM-HM,And then he laughed and took it out,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0713, 0.1470, 0.0883, 0.0855], grad_fn=<DivBackward0>))"
NA0076-PC,OKAY WHAT HAPPENS NEXT,And then I went home,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0769, 0.1481, 0.1090, 0.0918], grad_fn=<DivBackward0>))"
NA0076-PC,HM-HM AND WAS ANYONE ELSE WITH YOU AT UNCLE GEORGE,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0587, 0.1316, 0.0994, 0.0729], grad_fn=<DivBackward0>))"
NA0076-PC,HM-HM AND CAN YOU TELL ME MORE ABOUT THE BIG BOYS GAME HAVE YOU PLAYED IT MORE THAN ONE TIME,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0336, 0.1114, 0.0859, 0.0453], grad_fn=<DivBackward0>))"
NA0082-PC,DID ANYBODY ELSE SEE THE MARKS,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.2126, 0.2124, 0.2860, 0.2606], grad_fn=<DivBackward0>))"
NA0082-PC,NO WHY NOT,I don’t know,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1910, 0.1970, 0.1994, 0.2008], grad_fn=<DivBackward0>))"
NA0082-PC,OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,We were just playing Nintendo and I was just standing up so I could go faster and it fell,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0830, 0.0815, 0.0624, 0.0735], grad_fn=<DivBackward0>))"
