transcript_Id,Interviewer,Child,Sentiment (window size 7 / no threshold)
NA0098-PC,YOUR COUSIN,He's 12 and he has blond hair and he's my only cousin,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0671, 0.0587, 0.0720, 0.0803], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY WHAT SORT OF THINGS DO YOU LIKE TO DO WITH YOUR COUSIN,Sometimes I stay at his house,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0551, 0.1024, 0.0381, 0.0633], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY,And sometimes we play on the computer,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0419, 0.0928, 0.0395, 0.0561], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY TELL ME ALL ABOUT STAYING AT YOUR COUSIN’S HOUSE,He has a single bed and I stay on the blow-up mattress,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0108, 0.0596, 0.0196, 0.0366], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY AND YOU STAY ON THE BLOW-UP MATTRESS OKAY TELL ME ABOUT THE LAST TIME YU STAYED AT YOUR COUSIN’S HOUSE,He woke me up in the middle of the night,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0079, 0.0497, 0.0364, 0.0404], grad_fn=<DivBackward0>))"
NA0098-PC,SORRY HE WOKE YOU UP IN THE MIDDLE OF THE NIGHT,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0028, 0.0427, 0.0399, 0.0420], grad_fn=<DivBackward0>))"
NA0098-PC,YEAH OKAY AND WHAT HAPPENED,And then he pulled my pants down,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0094, 0.0489, 0.0531, 0.0560], grad_fn=<DivBackward0>))"
NA0020-PC,OKAY AND WHAT HAPPENED NEXT,And then he showed me some rude people on the computer,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0432, 0.0385, 0.1255, 0.1397], grad_fn=<DivBackward0>))"
NA0020-PC,ON THE COMPUTER YEAH,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0018,  0.0127,  0.0991,  0.0959], grad_fn=<DivBackward0>))"
NA0020-PC,OKAY AND THIS IS IN THE LOUNGE ROOM OF HIS HOUSE,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0265,  0.0020,  0.0757,  0.0762], grad_fn=<DivBackward0>))"
NA0020-PC,OKAY WHEN YOU SAY SOME RUDE PEOPLE WHAT WERE THE PICTURES,Naked people,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0052,  0.0240,  0.0816,  0.0858], grad_fn=<DivBackward0>))"
NA0020-PC,NAKED AND WHAT WERE THEY DOING,Touching each other's privates,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0194,  0.0221,  0.0633,  0.0615], grad_fn=<DivBackward0>))"
