transcript_Id,Interviewer,Child,Sentiment (window size 7 / no threshold)
NA0098-PC,YOUR COUSIN,He's 12 and he has blond hair and he's my only cousin,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0455, 0.0507, 0.0615, 0.0580], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY WHAT SORT OF THINGS DO YOU LIKE TO DO WITH YOUR COUSIN,Sometimes I stay at his house,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0350, 0.0724, 0.0550, 0.0519], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY,And sometimes we play on the computer,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0089, 0.0619, 0.0423, 0.0385], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY TELL ME ALL ABOUT STAYING AT YOUR COUSIN’S HOUSE,He has a single bed and I stay on the blow-up mattress,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0147,  0.0363, -0.0001,  0.0288], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY AND YOU STAY ON THE BLOW-UP MATTRESS OKAY TELL ME ABOUT THE LAST TIME YU STAYED AT YOUR COUSIN’S HOUSE,He woke me up in the middle of the night,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0101,  0.0243,  0.0292,  0.0429], grad_fn=<DivBackward0>))"
NA0098-PC,SORRY HE WOKE YOU UP IN THE MIDDLE OF THE NIGHT,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0192,  0.0219,  0.0291,  0.0353], grad_fn=<DivBackward0>))"
NA0098-PC,YEAH OKAY AND WHAT HAPPENED,And then he pulled my pants down,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0124, 0.0438, 0.0502, 0.0639], grad_fn=<DivBackward0>))"
NA0020-PC,OKAY AND WHAT HAPPENED NEXT,And then he showed me some rude people on the computer,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0626, 0.0713, 0.1379, 0.1556], grad_fn=<DivBackward0>))"
NA0020-PC,ON THE COMPUTER YEAH,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0301, 0.0475, 0.1229, 0.1278], grad_fn=<DivBackward0>))"
NA0020-PC,OKAY AND THIS IS IN THE LOUNGE ROOM OF HIS HOUSE,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0194, 0.0402, 0.1153, 0.1144], grad_fn=<DivBackward0>))"
NA0020-PC,OKAY WHEN YOU SAY SOME RUDE PEOPLE WHAT WERE THE PICTURES,Naked people,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0046, 0.0377, 0.0685, 0.0598], grad_fn=<DivBackward0>))"
NA0020-PC,NAKED AND WHAT WERE THEY DOING,Touching each other's privates,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0096,  0.0368,  0.0260,  0.0160], grad_fn=<DivBackward0>))"
