transcript_Id,Interviewer,Child,Sentiment (window size 5 / no threshold)
NA0079-PC,OKAY THAT’S FINE THANK YOU AND WHEREABOUTS DID WHERE WERE YOU IN THE HOUSE WHEN DADDY’S STICK HURT YOU,In my bed,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0612, 0.0985, 0.0872, 0.1184], grad_fn=<DivBackward0>))"
NA0079-PC,IN YOUR BED OKAY AND WAS ANYBODY ELSE THERE,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0239, 0.0705, 0.0632, 0.0832], grad_fn=<DivBackward0>))"
NA0079-PC,NO OKAY I SEE AND WHAT WERE YOU DOING ON YOUR BED,I was going to sleep,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0144, 0.0626, 0.0475, 0.0750], grad_fn=<DivBackward0>))"
NA0079-PC,OKAY WHAT HAPPENED THEN WHEN YOU WERE GOING TO SLEEP,Then he came in and he said he had a present for me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0104,  0.0279,  0.0343,  0.0555], grad_fn=<DivBackward0>))"
NA0079-PC,OH OKAY HE SAID HE HAS A PRESENT OKAY AND WHAT WAS DAD’S PRESENT,It wasn’t really a present,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0051,  0.0516,  0.0380,  0.0661], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY SO IT’S VERY IMPORTANT THAT YOU TELL ME WHAT’S HAPPENED IN THE TUNNEL AND I WANT TO BE IT’S VERY IMPORTANT THAT YOU TELL ME WHAT HAPPENED IN THE TUNNEL ARE YOU ABLE TO TALK WITH ME A BIT MORE ABOUT THAT,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0598, 0.0992, 0.0732, 0.0405], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY WHAT HAPPENED IN THE TUNNEL THEN ISABELLE,He told me that he has to be the doctor and I have to be the patient,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0363, 0.0782, 0.0416, 0.0223], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY AND THEN WHAT HAPPENS WITH THAT GAME,He got a stick and he knocked it on all my bones,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0869, 0.1143, 0.0835, 0.0736], grad_fn=<DivBackward0>))"
NA0047-PC,AND HE WHAT SORRY,Knocked it on all my bones,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0861, 0.1092, 0.0891, 0.0810], grad_fn=<DivBackward0>))"
NA0047-PC,KNOCKED IT ON YOUR BONES,Hm-hm,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0865, 0.1135, 0.0824, 0.0799], grad_fn=<DivBackward0>))"
NA0076-PC,TELL ME MORE ABOUT THE PART WHERE HE PUT HIS HAND IN YOUR UNDIES,He wrapped his hand around my doodle and then I said I didn’t like it,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0686, 0.1361, 0.0781, 0.0664], grad_fn=<DivBackward0>))"
NA0076-PC,HM-HM,And then he laughed and took it out,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0451, 0.1271, 0.0581, 0.0497], grad_fn=<DivBackward0>))"
NA0076-PC,OKAY WHAT HAPPENS NEXT,And then I went home,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0452, 0.1197, 0.0678, 0.0527], grad_fn=<DivBackward0>))"
NA0076-PC,HM-HM AND WAS ANYONE ELSE WITH YOU AT UNCLE GEORGE,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0558, 0.1098, 0.0515, 0.0544], grad_fn=<DivBackward0>))"
NA0076-PC,HM-HM AND CAN YOU TELL ME MORE ABOUT THE BIG BOYS GAME HAVE YOU PLAYED IT MORE THAN ONE TIME,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0644, 0.1070, 0.0603, 0.0561], grad_fn=<DivBackward0>))"
NA0082-PC,DID ANYBODY ELSE SEE THE MARKS,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0368, 0.0566, 0.0787, 0.0707], grad_fn=<DivBackward0>))"
NA0082-PC,NO WHY NOT,I don’t know,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0581, 0.0924, 0.0754, 0.0431], grad_fn=<DivBackward0>))"
NA0082-PC,OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,We were just playing Nintendo and I was just standing up so I could go faster and it fell,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0025, 0.0180, 0.0549, 0.0141], grad_fn=<DivBackward0>))"
NA0082-PC,OKAY,And then he said I was in trouble,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0003,  0.0114,  0.0476,  0.0188], grad_fn=<DivBackward0>))"
NA0082-PC,OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,Work,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0048, 0.0163, 0.0492, 0.0253], grad_fn=<DivBackward0>))"
NA0047-PC,OH YEAH AND WHAT DOES THAT MEAN,He tells me to go on my hands and knees,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1310, 0.1460, 0.0847, 0.1466], grad_fn=<DivBackward0>))"
NA0047-PC,HM-HM,And then he put the stick in my bottom,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0990, 0.1238, 0.0405, 0.1123], grad_fn=<DivBackward0>))"
NA0047-PC,OH OKAY HAS THIS HAPPENED BEFORE,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0690, 0.0695, 0.0114, 0.0661], grad_fn=<DivBackward0>))"
NA0047-PC,AND THEN WHAT HAPPENED,I started crying,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0593, 0.0614, 0.0641, 0.0914], grad_fn=<DivBackward0>))"
NA0047-PC,OKAY DID IT HURT,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0216, 0.0378, 0.0322, 0.0556], grad_fn=<DivBackward0>))"
NA0038-M6,HM-HM,And so that’s when I started crying a lot and I couldn’t stop crying,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1405, 0.1786, 0.1557, 0.1876], grad_fn=<DivBackward0>))"
NA0038-M6,HM-HM AND WHAT HAPPENED NEXT,Then he just told me that we don’t have to play anymore,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1424, 0.1622, 0.1613, 0.1786], grad_fn=<DivBackward0>))"
NA0038-M6,HM-HM,And so he just pulled his pants back up,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1346, 0.1498, 0.1534, 0.1695], grad_fn=<DivBackward0>))"
NA0038-M6,HM-HM,And I let go of my dress,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1303, 0.1529, 0.1418, 0.1558], grad_fn=<DivBackward0>))"
NA0038-M6,HM-HM AND THEN WHAT HAPPENED,Then he just came over and he gave me a hug,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1156, 0.1388, 0.1437, 0.1502], grad_fn=<DivBackward0>))"
NA0082-PC,LOTS OF TIMES,Yes and then he just stopped,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0959, 0.0572, 0.1237, 0.0976], grad_fn=<DivBackward0>))"
NA0082-PC,OKAY IS THIS THE ONLY TIME THAT HE’S HIT YOU,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0278, 0.0245, 0.0697, 0.0742], grad_fn=<DivBackward0>))"
